Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,ENEL.MI,IBE.MC,INRG.L,ORSTED.CO,RWE.DE,ENEL.MI,IBE.MC,INRG.L,ORSTED.CO,RWE.DE,ENEL.MI,IBE.MC,INRG.L,ORSTED.CO,RWE.DE,ENEL.MI,IBE.MC,INRG.L,ORSTED.CO,RWE.DE,ENEL.MI,IBE.MC,INRG.L,ORSTED.CO,RWE.DE
Date,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-01,,,,,12.757842063903809,,,,,12.854554030225415,,,,,12.235753028451589,,,,,12.771713255657712,,,,,2364344
1997-01-01,,,,,13.573531150817871,,,,,13.784293302088992,,,,,12.273511204357227,,,,,12.757840023627768,,,,,9301359
1997-02-01,,,,,14.952540397644043,,,,,15.267719954063782,,,,,13.309599012201037,,,,,13.455245054026989,,,,,7818439
1997-03-01,,,,,14.670884132385254,,,,,15.658036478022193,,,,,13.987352538856394,,,,,14.897443517891716,,,,,9096683
1997-04-01,,,,,14.143012046813965,,,,,14.381130196148566,,,,,12.746280916852495,,,,,14.184239238641386,,,,,11038628
1997-05-01,,,,,14.420818328857422,,,,,15.070828010511645,,,,,13.951902460283195,,,,,14.14301402816781,,,,,5718471
1997-06-01,,,,,14.743705749511719,,,,,15.110130263686145,,,,,14.194259954157069,,,,,14.235488629305374,,,,,7854057
1997-07-01,,,,,15.99864387512207,,,,,16.124639302627603,,,,,14.38113257720618,,,,,14.759502286237659,,,,,11735943
1997-08-01,,,,,15.809460639953613,,,,,17.927482281376236,,,,,14.77530028294472,,,,,16.05567061662997,,,,,23087616
1997-09-01,,,,,16.869434356689453,,,,,17.25743693902184,,,,,15.100112614995416,,,,,16.35119947732597,,,,,49498271
1997-10-01,,,,,14.87393856048584,,,,,17.96678537029441,,,,,13.19940276134039,,,,,16.823969281418734,,,,,49146102
1997-11-01,,,,,17.198484420776367,,,,,17.418879458481065,,,,,14.282879677723917,,,,,15.021509574042055,,,,,43652872
1997-12-01,,,,,18.616792678833008,,,,,19.89716139807052,,,,,17.36570594603106,,,,,17.36570594603106,,,,,10138639
1998-01-01,,,,,20.143756866455078,,,,,20.626159026327848,,,,,18.616793249400697,,,,,18.616793249400697,,,,,10557028
1998-02-01,,,,,19.670989990234375,,,,,20.291331387053845,,,,,19.355425512518597,,,,,20.192693431438222,,,,,11267389
1998-03-01,,,,,19.326139450073242,,,,,20.05513646062585,,,,,18.618719028563167,,,,,19.700270808854146,,,,,13400465
1998-04-01,,,,,18.301616668701172,,,,,19.818562776000963,,,,,17.60228642582498,,,,,19.33577563690558,,,,,16549920
1998-05-01,,,,,18.715431213378906,,,,,19.542681274942975,,,,,16.942256162307807,,,,,18.301613731984908,,,,,12898802
1998-06-01,,,,,20.488222122192383,,,,,22.054488603325265,,,,,18.380218169699873,,,,,18.715433253788113,,,,,13637251
1998-07-01,,,,,19.306488037109375,,,,,21.631034704192256,,,,,18.715430210012414,,,,,20.685494666601183,,,,,17208472
1998-08-01,,,,,16.65675163269043,,,,,19.10536737046036,,,,,16.370855442864165,,,,,18.71543867958902,,,,,25719427
1998-09-01,,,,,15.327054977416992,,,,,18.813681458644865,,,,,15.16907885603457,,,,,16.152377460725237,,,,,32348216
1998-10-01,,,,,17.425048828125,,,,,17.828848684544425,,,,,14.775303891517607,,,,,15.070832915957041,,,,,35497740
1998-11-01,,,,,17.5826358795166,,,,,18.360568571746864,,,,,16.370851599694568,,,,,17.82884587756141,,,,,35229851
1998-12-01,,,,,18.222623825073242,,,,,18.222623825073242,,,,,15.366357547878472,,,,,17.730203939474222,,,,,24166376
1999-01-01,,,,,16.29841423034668,,,,,19.862488236278892,,,,,14.4489487125554,,,,,18.222628761346705,,,,,22120103
1999-02-01,,,,,15.373682975769043,,,,,16.72225186483197,,,,,14.186942235416247,,,,,16.25988509363828,,,,,16005784
1999-03-01,,,,,15.720457077026367,,,,,18.494656252217922,,,,,13.562747426720565,,,,,15.200294639508094,,,,,33384162
1999-04-01,,,,,16.39474105834961,,,,,17.527538025273582,,,,,15.470007576408813,,,,,15.874578659097613,,,,,17312157
1999-05-01,,,,,16.683717727661133,,,,,18.340530369894775,,,,,16.18282108810921,,,,,16.83784045123902,,,,,13677090
1999-06-01,,,,,17.049755096435547,,,,,17.435060379672354,,,,,15.566331083219389,,,,,16.394737294706797,,,,,28263242
1999-07-01,,,,,14.776458740234375,,,,,18.186411551290288,,,,,14.68398509373036,,,,,17.338739407772163,,,,,18950732
1999-08-01,,,,,16.094200134277344,,,,,16.74536603003246,,,,,13.5627444728361,,,,,15.335148337088517,,,,,24797969
1999-09-01,,,,,15.365974426269531,,,,,16.741514277747015,,,,,14.788016393947412,,,,,15.500831447949782,,,,,25228768
1999-10-01,,,,,14.872782707214355,,,,,15.643391842435781,,,,,13.774662440579842,,,,,15.103965300309047,,,,,27461513
1999-11-01,1.4337263107299805,,,,14.641599655151367,1.445105080969508,,,,15.254235633957732,1.3806252428844628,,,,14.202352107912066,1.4375191991278924,,,,14.865076865514554,887776969.0,,,,25566457
1999-12-01,1.357867956161499,,,,15.304006576538086,1.4413124619216573,,,,16.028432663849614,1.308559977590884,,,,14.132256308159329,1.4261406954031517,,,,15.034821174988533,360141077.0,,,,23067953
2000-01-01,1.3502821922302246,1.0213602781295776,,,12.964465141296387,1.4678627970931153,1.190722903830182,,,15.91363360993977,1.2137368279710747,1.0023502471923982,,,12.810078905013068,1.357867864887959,1.1794896587819277,,,15.715702809726379,459767774.0,230706632.0,,,25709315
2000-02-01,1.335109829902649,1.1259162425994873,,,13.783900260925293,1.4109684193622198,1.1578877613599048,,,14.690422752553657,1.2554583529884058,0.9988942827042887,,,11.962937256717717,1.3464885973124314,1.0127197954215983,,,13.29303144583604,419117932.0,253954356.0,,,37198196
2000-03-01,1.528549313545227,1.1777617931365967,,,14.76563549041748,1.5664787215746683,1.2918223356503706,,,15.106075488176385,1.3275243438783897,1.1164110293043155,,,12.263789756514253,1.3275243438783897,1.1371492947783577,,,13.890780679469506,676085193.0,489651432.0,,,51232226
2000-04-01,1.5209637880325317,1.21923828125,,,14.120381355285645,1.5361354476548905,1.2209665111820578,,,15.359427265782527,1.4033828744688104,1.1043136277774097,,,13.77598232739302,1.5171706892967949,1.1898591140638697,,,14.785428380921294,270424422.0,167377444.0,,,15726449
2000-05-01,1.5588927268981934,1.1838107109069824,,,15.486102104187012,1.604407803140618,1.227015481979548,,,15.794874559684501,1.4526909173477962,1.1380136766439002,,,13.88682126626731,1.5209635317114332,1.2192386100014363,,,14.1203801127488,361274198.0,172653264.0,,,18899149
2000-06-01,1.51337730884552,1.1665287017822266,,,14.053085327148438,1.585442794937443,1.2097334685149017,,,16.170945273365735,1.4261399590231933,1.1233239350495514,,,13.688892735997568,1.5588923748079464,1.1708491949368047,,,15.438601080693914,344433836.0,319383312.0,,,27212194
2000-07-01,1.491472601890564,1.0757982730865479,,,15.304006576538086,1.5854236583947312,1.191587017839537,,,15.399013723598111,1.464070278170358,1.0688855195854607,,,13.344492122807786,1.56193592137276,1.1509745292157596,,,13.894739955629783,259632232.0,142156040.0,,,15150071
2000-08-01,1.5071308612823486,1.143072247505188,,,16.586599349975586,1.546277265259918,1.1792621667299619,,,16.958708421978663,1.432753073181905,1.0945247599830812,,,15.260462779765088,1.4953869942972118,1.1033516065067541,,,15.379220961997547,284844702.0,134639568.0,,,18475917
